ID	label
or_test_01370	positive
or_test_01371	positive
or_test_01372	positive
or_test_01373	neutral
or_test_01374	positive
or_test_01375	positive
or_test_01376	neutral
or_test_01377	neutral
or_test_01378	positive
or_test_01379	negative
or_test_01380	negative
or_test_01381	neutral
or_test_01382	neutral
or_test_01383	negative
or_test_01384	positive
or_test_01385	positive
or_test_01386	negative
or_test_01387	positive
or_test_01388	negative
or_test_01389	neutral
or_test_01390	negative
or_test_01391	negative
or_test_01392	positive
or_test_01393	positive
or_test_01394	negative
or_test_01395	positive
or_test_01396	positive
or_test_01397	positive
or_test_01398	positive
or_test_01399	negative
or_test_01400	positive
or_test_01401	negative
or_test_01402	positive
or_test_01403	positive
or_test_01404	negative
or_test_01405	neutral
or_test_01406	positive
or_test_01407	positive
or_test_01408	positive
or_test_01409	positive
or_test_01410	positive
or_test_01411	positive
or_test_01412	positive
or_test_01413	positive
or_test_01414	positive
or_test_01415	positive
or_test_01416	positive
or_test_01417	negative
or_test_01418	positive
or_test_01419	positive
or_test_01420	positive
or_test_01421	neutral
or_test_01422	positive
or_test_01423	neutral
or_test_01424	positive
or_test_01425	positive
or_test_01426	positive
or_test_01427	neutral
or_test_01428	positive
or_test_01429	neutral
or_test_01430	positive
or_test_01431	negative
or_test_01432	positive
or_test_01433	positive
or_test_01434	negative
or_test_01435	negative
or_test_01436	negative
or_test_01437	positive
or_test_01438	negative
or_test_01439	negative
or_test_01440	positive
or_test_01441	positive
or_test_01442	positive
or_test_01443	negative
or_test_01444	positive
or_test_01445	positive
or_test_01446	positive
or_test_01447	negative
or_test_01448	negative
or_test_01449	negative
or_test_01450	positive
or_test_01451	neutral
or_test_01452	positive
or_test_01453	positive
or_test_01454	positive
or_test_01455	positive
or_test_01456	positive
or_test_01457	positive
or_test_01458	negative
or_test_01459	positive
or_test_01460	negative
or_test_01461	positive
or_test_01462	positive
or_test_01463	positive
or_test_01464	positive
or_test_01465	negative
or_test_01466	positive
or_test_01467	positive
or_test_01468	neutral
or_test_01469	positive
or_test_01470	positive
or_test_01471	negative
or_test_01472	neutral
or_test_01473	neutral
or_test_01474	positive
or_test_01475	negative
or_test_01476	negative
or_test_01477	negative
or_test_01478	negative
or_test_01479	negative
or_test_01480	neutral
or_test_01481	positive
or_test_01482	neutral
or_test_01483	negative
or_test_01484	negative
or_test_01485	negative
or_test_01486	neutral
or_test_01487	negative
or_test_01488	neutral
or_test_01489	neutral
or_test_01490	negative
or_test_01491	neutral
or_test_01492	positive
or_test_01493	neutral
or_test_01494	neutral
or_test_01495	negative
or_test_01496	negative
or_test_01497	negative
or_test_01498	negative
or_test_01499	negative
or_test_01500	positive
or_test_01501	positive
or_test_01502	positive
or_test_01503	neutral
or_test_01504	positive
or_test_01505	neutral
or_test_01506	negative
or_test_01507	positive
or_test_01508	neutral
or_test_01509	negative
or_test_01510	negative
or_test_01511	positive
or_test_01512	negative
or_test_01513	negative
or_test_01514	positive
or_test_01515	negative
or_test_01516	neutral
or_test_01517	negative
or_test_01518	negative
or_test_01519	negative
or_test_01520	negative
or_test_01521	negative
or_test_01522	positive
or_test_01523	positive
or_test_01524	neutral
or_test_01525	negative
or_test_01526	negative
or_test_01527	negative
or_test_01528	positive
or_test_01529	negative
or_test_01530	positive
or_test_01531	positive
or_test_01532	neutral
or_test_01533	negative
or_test_01534	positive
or_test_01535	negative
or_test_01536	positive
or_test_01537	positive
or_test_01538	negative
or_test_01539	neutral
or_test_01540	positive
or_test_01541	positive
or_test_01542	positive
or_test_01543	negative
or_test_01544	negative
or_test_01545	negative
or_test_01546	neutral
or_test_01547	positive
or_test_01548	negative
or_test_01549	positive
or_test_01550	negative
or_test_01551	negative
or_test_01552	negative
or_test_01553	positive
or_test_01554	negative
or_test_01555	positive
or_test_01556	neutral
or_test_01557	positive
or_test_01558	positive
or_test_01559	positive
or_test_01560	negative
or_test_01561	positive
or_test_01562	neutral
or_test_01563	negative
or_test_01564	negative
or_test_01565	positive
or_test_01566	negative
or_test_01567	positive
or_test_01568	neutral
or_test_01569	positive
or_test_01570	positive
or_test_01571	positive
or_test_01572	positive
or_test_01573	negative
or_test_01574	negative
or_test_01575	positive
or_test_01576	positive
or_test_01577	negative
or_test_01578	neutral
or_test_01579	neutral
or_test_01580	neutral
or_test_01581	negative
or_test_01582	neutral
or_test_01583	positive
or_test_01584	positive
or_test_01585	positive
or_test_01586	neutral
or_test_01587	positive
or_test_01588	negative
or_test_01589	positive
or_test_01590	neutral
or_test_01591	positive
or_test_01592	positive
or_test_01593	negative
or_test_01594	negative
or_test_01595	positive
or_test_01596	positive
or_test_01597	neutral
or_test_01598	negative
or_test_01599	positive
or_test_01600	positive
or_test_01601	negative
or_test_01602	negative
or_test_01603	neutral
or_test_01604	positive
or_test_01605	negative
or_test_01606	negative
or_test_01607	neutral
or_test_01608	negative
or_test_01609	negative
or_test_01610	positive
or_test_01611	positive
or_test_01612	negative
or_test_01613	negative
or_test_01614	negative
or_test_01615	positive
or_test_01616	negative
or_test_01617	negative
or_test_01618	neutral
or_test_01619	positive
or_test_01620	neutral
or_test_01621	positive
or_test_01622	neutral
or_test_01623	negative
or_test_01624	neutral
or_test_01625	neutral
or_test_01626	positive
or_test_01627	neutral
or_test_01628	negative
or_test_01629	neutral
or_test_01630	positive
or_test_01631	neutral
or_test_01632	neutral
or_test_01633	positive
or_test_01634	positive
or_test_01635	negative
or_test_01636	negative
or_test_01637	negative
or_test_01638	positive
or_test_01639	positive
or_test_01640	negative
or_test_01641	negative
or_test_01642	negative
or_test_01643	positive
or_test_01644	neutral
or_test_01645	negative
or_test_01646	negative
or_test_01647	neutral
or_test_01648	neutral
or_test_01649	negative
or_test_01650	positive
or_test_01651	negative
or_test_01652	positive
or_test_01653	neutral
or_test_01654	negative
or_test_01655	negative
or_test_01656	positive
or_test_01657	negative
or_test_01658	positive
or_test_01659	negative
or_test_01660	positive
or_test_01661	negative
or_test_01662	negative
or_test_01663	positive
or_test_01664	negative
or_test_01665	positive
or_test_01666	positive
or_test_01667	neutral
or_test_01668	positive
or_test_01669	positive
or_test_01670	negative
or_test_01671	positive
or_test_01672	neutral
or_test_01673	neutral
or_test_01674	neutral
or_test_01675	neutral
or_test_01676	neutral
or_test_01677	neutral
or_test_01678	negative
or_test_01679	neutral
or_test_01680	positive
or_test_01681	positive
or_test_01682	negative
or_test_01683	negative
or_test_01684	negative
or_test_01685	negative
or_test_01686	negative
or_test_01687	positive
or_test_01688	negative
or_test_01689	neutral
or_test_01690	negative
or_test_01691	negative
or_test_01692	neutral
or_test_01693	neutral
or_test_01694	negative
or_test_01695	negative
or_test_01696	positive
or_test_01697	neutral
or_test_01698	negative
or_test_01699	negative
or_test_01700	positive
or_test_01701	neutral
or_test_01702	positive
or_test_01703	positive
or_test_01704	neutral
or_test_01705	positive
or_test_01706	negative
or_test_01707	positive
or_test_01708	negative
or_test_01709	positive
or_test_01710	positive
or_test_01711	positive
or_test_01712	negative
or_test_01713	positive
or_test_01714	neutral
or_test_01715	neutral
or_test_01716	neutral
or_test_01717	neutral
or_test_01718	negative
or_test_01719	neutral
or_test_01720	negative
or_test_01721	neutral
or_test_01722	negative
or_test_01723	negative
or_test_01724	neutral
or_test_01725	positive
or_test_01726	positive
or_test_01727	negative
or_test_01728	positive
or_test_01729	negative
or_test_01730	neutral
or_test_01731	negative
or_test_01732	negative
or_test_01733	positive
or_test_01734	neutral
or_test_01735	neutral
or_test_01736	positive
or_test_01737	negative
or_test_01738	negative
or_test_01739	negative
or_test_01740	positive
or_test_01741	neutral
or_test_01742	positive
or_test_01743	negative
or_test_01744	positive
or_test_01745	positive
or_test_01746	negative
or_test_01747	negative
or_test_01748	positive
or_test_01749	neutral
or_test_01750	neutral
or_test_01751	negative
or_test_01752	negative
or_test_01753	negative
or_test_01754	neutral
or_test_01755	positive
or_test_01756	negative
or_test_01757	negative
or_test_01758	negative
or_test_01759	positive
or_test_01760	positive
or_test_01761	negative
or_test_01762	neutral
or_test_01763	negative
or_test_01764	negative
or_test_01765	positive
or_test_01766	positive
or_test_01767	negative
or_test_01768	positive
or_test_01769	negative
or_test_01770	negative
or_test_01771	positive
or_test_01772	negative
or_test_01773	positive
or_test_01774	negative
or_test_01775	positive
or_test_01776	positive
or_test_01777	negative
or_test_01778	negative
or_test_01779	positive
or_test_01780	negative
or_test_01781	neutral
or_test_01782	neutral
or_test_01783	neutral
or_test_01784	positive
or_test_01785	negative
or_test_01786	positive
or_test_01787	negative
or_test_01788	positive
or_test_01789	negative
or_test_01790	negative
or_test_01791	positive
or_test_01792	negative
or_test_01793	negative
or_test_01794	neutral
or_test_01795	negative
or_test_01796	neutral
or_test_01797	positive
or_test_01798	neutral
or_test_01799	neutral
or_test_01800	positive
or_test_01801	positive
or_test_01802	negative
or_test_01803	neutral
or_test_01804	negative
or_test_01805	negative
or_test_01806	positive
or_test_01807	positive
or_test_01808	positive
or_test_01809	negative
or_test_01810	negative
or_test_01811	neutral
or_test_01812	negative
or_test_01813	positive
or_test_01814	neutral
or_test_01815	positive
or_test_01816	negative
or_test_01817	negative
or_test_01818	negative
or_test_01819	negative
or_test_01820	positive
or_test_01821	positive
or_test_01822	neutral
or_test_01823	negative
or_test_01824	negative
or_test_01825	positive
or_test_01826	neutral
or_test_01827	negative
or_test_01828	positive
or_test_01829	negative
or_test_01830	neutral
or_test_01831	positive
or_test_01832	neutral
or_test_01833	negative
or_test_01834	neutral
or_test_01835	neutral
or_test_01836	positive
or_test_01837	neutral
or_test_01838	positive
or_test_01839	positive
or_test_01840	negative
or_test_01841	neutral
or_test_01842	negative
or_test_01843	neutral
or_test_01844	negative
or_test_01845	negative
or_test_01846	negative
or_test_01847	positive
or_test_01848	negative
or_test_01849	negative
or_test_01850	negative
or_test_01851	positive
or_test_01852	negative
or_test_01853	negative
or_test_01854	negative
or_test_01855	negative
or_test_01856	neutral
or_test_01857	negative
or_test_01858	negative
or_test_01859	negative
or_test_01860	positive
or_test_01861	negative
or_test_01862	negative
or_test_01863	negative
or_test_01864	positive
or_test_01865	negative
or_test_01866	positive
or_test_01867	neutral
or_test_01868	negative
or_test_01869	neutral
or_test_01870	positive
or_test_01871	neutral
or_test_01872	negative
or_test_01873	positive
or_test_01874	neutral
or_test_01875	negative
or_test_01876	negative
or_test_01877	positive
or_test_01878	neutral
or_test_01879	positive
or_test_01880	positive
or_test_01881	neutral
or_test_01882	negative
or_test_01883	positive
or_test_01884	positive
or_test_01885	neutral
or_test_01886	negative
or_test_01887	neutral
or_test_01888	neutral
or_test_01889	negative
or_test_01890	positive
or_test_01891	positive
or_test_01892	neutral
or_test_01893	positive
or_test_01894	neutral
or_test_01895	positive
or_test_01896	positive
or_test_01897	neutral
or_test_01898	positive
or_test_01899	negative
or_test_01900	negative
or_test_01901	positive
or_test_01902	neutral
or_test_01903	neutral
or_test_01904	neutral
or_test_01905	positive
or_test_01906	neutral
or_test_01907	neutral
or_test_01908	negative
or_test_01909	positive
or_test_01910	positive
or_test_01911	negative
or_test_01912	positive
or_test_01913	positive
or_test_01914	negative
or_test_01915	negative
or_test_01916	positive
or_test_01917	positive
or_test_01918	negative
or_test_01919	neutral
or_test_01920	positive
or_test_01921	positive
or_test_01922	negative
or_test_01923	negative
or_test_01924	positive
or_test_01925	positive
or_test_01926	positive
or_test_01927	negative
or_test_01928	positive
or_test_01929	negative
or_test_01930	negative
or_test_01931	negative
or_test_01932	negative
or_test_01933	positive
or_test_01934	positive
or_test_01935	neutral
or_test_01936	positive
or_test_01937	positive
or_test_01938	positive
or_test_01939	neutral
or_test_01940	negative
or_test_01941	negative
or_test_01942	positive
or_test_01943	positive
or_test_01944	positive
or_test_01945	neutral
or_test_01946	negative
or_test_01947	neutral
or_test_01948	positive
or_test_01949	negative
or_test_01950	positive
or_test_01951	neutral
or_test_01952	negative
or_test_01953	positive
or_test_01954	positive
or_test_01955	neutral
or_test_01956	positive
or_test_01957	positive
or_test_01958	positive
or_test_01959	positive
or_test_01960	negative
or_test_01961	negative
or_test_01962	negative
or_test_01963	negative
or_test_01964	positive
or_test_01965	positive
or_test_01966	negative
or_test_01967	positive
or_test_01968	positive
or_test_01969	neutral
or_test_01970	positive
or_test_01971	neutral
or_test_01972	neutral
or_test_01973	positive
or_test_01974	positive
or_test_01975	negative
or_test_01976	negative
or_test_01977	neutral
or_test_01978	neutral
or_test_01979	positive
or_test_01980	negative
or_test_01981	positive
or_test_01982	positive
or_test_01983	positive
or_test_01984	negative
or_test_01985	negative
or_test_01986	positive
or_test_01987	positive
or_test_01988	positive
or_test_01989	neutral
or_test_01990	positive
or_test_01991	negative
or_test_01992	negative
or_test_01993	positive
or_test_01994	positive
or_test_01995	negative
or_test_01996	positive
or_test_01997	positive
or_test_01998	positive
or_test_01999	neutral
or_test_02000	positive
or_test_02001	positive
or_test_02002	negative
or_test_02003	positive
or_test_02004	positive
or_test_02005	negative
or_test_02006	negative
or_test_02007	negative
or_test_02008	positive
or_test_02009	positive
or_test_02010	positive
or_test_02011	negative
or_test_02012	positive
or_test_02013	positive
or_test_02014	negative
or_test_02015	positive
or_test_02016	positive
or_test_02017	neutral
or_test_02018	negative
or_test_02019	positive
or_test_02020	neutral
or_test_02021	positive
or_test_02022	positive
or_test_02023	positive
or_test_02024	negative
or_test_02025	neutral
or_test_02026	positive
or_test_02027	negative
or_test_02028	positive
or_test_02029	positive
or_test_02030	negative
or_test_02031	negative
or_test_02032	neutral
or_test_02033	negative
or_test_02034	positive
or_test_02035	negative
or_test_02036	neutral
or_test_02037	positive
or_test_02038	positive
or_test_02039	neutral
or_test_02040	positive
or_test_02041	positive
or_test_02042	neutral
or_test_02043	positive
or_test_02044	positive
or_test_02045	neutral
or_test_02046	neutral
or_test_02047	positive
or_test_02048	negative
or_test_02049	positive
or_test_02050	negative
or_test_02051	positive
or_test_02052	negative
or_test_02053	neutral
or_test_02054	positive
or_test_02055	negative
or_test_02056	neutral
or_test_02057	positive
or_test_02058	neutral
or_test_02059	positive
or_test_02060	positive
or_test_02061	negative
or_test_02062	neutral
or_test_02063	negative
or_test_02064	neutral
or_test_02065	neutral
or_test_02066	positive
or_test_02067	negative
or_test_02068	positive
or_test_02069	negative
or_test_02070	positive
or_test_02071	neutral
or_test_02072	negative
or_test_02073	neutral
or_test_02074	positive
or_test_02075	positive
or_test_02076	positive
or_test_02077	neutral
or_test_02078	positive
or_test_02079	positive
or_test_02080	positive
or_test_02081	neutral
or_test_02082	neutral
or_test_02083	positive
or_test_02084	neutral
or_test_02085	neutral
or_test_02086	neutral
or_test_02087	neutral
or_test_02088	positive
or_test_02089	neutral
or_test_02090	neutral
or_test_02091	positive
or_test_02092	neutral
or_test_02093	negative
or_test_02094	negative
or_test_02095	negative
or_test_02096	positive
